Province,Farm_ID,c1_Soil_pH,c2_CaCO3,c3_OM,c4_K2O,c5_Sand,c6_Clay,c7_Nitrogen,c8_Phosphorous,c9_Potassium,c10_SowingRate,Y_GrainYield
Province_40,Farm_27,6.15,,,91.39,41.08,,,47.98,2.62,,3731.82
Province_40,Farm_28,7.5,16.14,3.64,226.99,71.0,29.98,0.81,,2.34,140.27,3580.55
Province_40,Farm_29,,5.9,0.92,129.2,77.64,46.16,18.2,7.72,,133.11,3817.19
Province_40,Farm_30,,8.42,1.28,325.25,,26.21,5.04,32.06,,149.56,3467.04
Province_41,Farm_1,8.15,15.22,,126.65,35.4,41.1,47.5,36.02,21.59,100.49,3693.38
Province_41,Farm_2,6.17,9.88,2.66,368.38,,49.28,42.3,28.59,18.82,,3845.55
Province_41,Farm_3,6.87,11.79,,112.8,53.56,46.92,44.02,16.94,14.81,119.53,4320.47
Province_41,Farm_4,6.8,8.99,2.83,356.4,24.18,46.2,48.77,25.47,15.84,178.52,2864.39
Province_41,Farm_5,6.52,11.05,3.39,365.08,65.15,18.65,,12.15,10.94,204.33,3667.0
Province_41,Farm_6,6.0,17.51,1.98,339.3,41.7,23.24,3.26,34.58,1.95,115.76,4161.62
Province_41,Farm_7,7.72,27.1,1.59,186.12,22.26,35.7,34.12,18.78,3.72,,2280.24
Province_41,Farm_8,,6.64,,390.79,60.15,33.84,35.32,43.3,20.93,175.55,3798.4
Province_41,Farm_9,6.81,1.28,,,39.89,25.09,,48.88,9.81,202.8,4683.2
Province_41,Farm_10,7.63,2.12,0.56,126.89,24.01,48.23,3.56,28.44,5.92,285.82,3798.52
Province_41,Farm_11,7.96,15.48,2.38,295.34,33.58,32.98,17.43,48.93,22.65,279.27,4745.8
Province_41,Farm_12,6.19,27.74,1.95,369.69,35.54,39.52,1.03,6.73,2.18,266.07,4018.44
Province_41,Farm_13,7.09,28.42,,,68.3,41.18,17.08,49.85,15.88,,3868.79
Province_41,Farm_14,6.96,0.97,,,27.56,49.56,34.52,24.99,3.32,281.07,5038.82
Province_41,Farm_15,,15.33,3.04,237.75,31.47,39.6,4.55,19.55,22.97,151.89,3866.08
Province_41,Farm_16,6.67,16.91,1.09,,66.42,12.57,9.95,31.67,4.16,,4569.91
Province_41,Farm_17,7.39,1.39,3.26,163.52,69.56,25.36,47.24,45.17,,199.17,3876.99
Province_41,Farm_18,,20.47,1.48,89.74,27.74,32.99,48.91,15.62,,126.13,2721.97
Province_41,Farm_19,,20.76,3.58,153.42,71.76,44.72,9.15,48.18,13.42,102.89,3189.71
Province_41,Farm_20,7.82,12.13,2.79,126.74,27.4,13.37,36.13,26.13,5.1,229.99,3418.94
Province_41,Farm_21,8.32,15.96,,,73.15,16.02,38.86,2.38,22.39,148.8,4194.57
Province_41,Farm_22,6.16,20.94,1.94,200.92,46.67,22.68,18.28,16.89,,132.78,4421.45
Province_41,Farm_23,6.07,7.79,0.81,323.71,46.72,29.1,23.8,39.23,16.22,181.39,3556.79
Province_41,Farm_24,6.71,14.66,2.07,123.99,64.31,21.76,41.12,8.37,8.64,114.1,3347.61
Province_41,Farm_25,7.96,11.54,0.68,119.55,68.34,41.89,35.16,45.4,5.83,106.5,4022.63
Province_41,Farm_26,6.0,17.23,3.59,194.69,57.42,33.63,15.49,24.84,19.66,189.59,4368.63
Province_41,Farm_27,6.44,16.53,,263.32,43.48,35.3,37.47,,11.58,297.2,4172.36
Province_41,Farm_28,6.78,4.07,3.05,168.82,56.5,38.65,15.17,,8.56,280.27,3895.51
Province_41,Farm_29,7.74,4.95,2.17,333.51,67.79,18.3,24.25,49.54,21.35,211.93,3382.86
Province_41,Farm_30,7.23,5.87,,,40.36,13.97,43.5,22.2,9.73,228.0,4039.14
Province_41,Farm_31,7.21,,1.95,154.31,70.16,18.32,37.41,42.96,22.46,,4316.72
Province_41,Farm_32,8.12,27.88,2.51,188.63,34.67,23.31,45.09,25.93,,152.61,2939.79
Province_41,Farm_33,8.13,24.85,3.95,211.69,36.47,30.03,37.86,46.2,18.51,146.33,3053.71
Province_41,Farm_34,8.34,6.33,0.67,80.43,73.98,36.34,11.08,1.87,2.08,250.81,4060.89
Province_41,Farm_35,8.49,19.03,1.38,,,35.49,,49.02,5.22,,3522.4
Province_42,Farm_1,7.1,9.34,,155.07,51.36,14.82,23.66,12.18,4.58,224.16,4205.43
Province_42,Farm_2,7.64,7.27,2.61,224.44,22.87,14.69,29.54,21.23,,172.11,3897.07
Province_42,Farm_3,7.32,25.86,2.49,338.91,,25.51,44.42,,18.28,,3797.15
Province_42,Farm_4,,13.05,1.08,325.68,40.08,30.42,33.03,45.54,19.73,190.16,3876.92
Province_42,Farm_5,7.75,0.15,1.1,245.37,40.89,33.46,27.47,47.48,0.96,217.74,4413.97
Province_42,Farm_6,7.52,0.2,3.66,182.53,47.48,,49.65,48.01,16.52,104.38,3156.04
Province_42,Farm_7,8.23,17.12,2.7,,38.37,20.83,48.88,38.54,20.0,208.24,3827.98
Province_42,Farm_8,6.68,4.83,3.6,147.68,34.74,28.7,46.47,4.42,15.79,239.76,4728.65
Province_42,Farm_9,6.93,8.54,1.51,105.21,43.94,17.32,11.23,32.16,12.16,286.81,3222.27
Province_42,Farm_10,6.08,21.61,3.37,98.47,51.64,26.29,9.71,49.61,21.59,203.15,3417.64
Province_42,Farm_11,6.63,,1.38,160.67,46.4,16.63,21.64,11.75,18.34,194.32,3950.56
Province_42,Farm_12,8.12,,3.41,163.0,32.97,10.17,45.25,34.02,6.01,103.28,3942.47
Province_42,Farm_13,7.68,21.16,1.74,372.02,26.75,47.27,18.94,45.82,2.18,244.25,3341.66
Province_42,Farm_14,8.03,17.7,2.15,,44.24,33.85,24.63,46.39,,136.51,3319.66
Province_42,Farm_15,6.76,19.64,2.42,230.24,58.46,20.65,9.24,14.37,8.49,153.69,4040.28
Province_42,Farm_16,7.92,14.16,3.06,,63.07,,24.87,20.02,8.64,135.74,3649.25
Province_42,Farm_17,6.47,9.41,1.86,87.62,29.03,48.12,48.63,11.61,18.1,215.61,3898.11
Province_42,Farm_18,,4.69,0.52,152.72,68.23,23.11,14.48,,,116.23,3063.7
Province_42,Farm_19,6.09,29.2,,217.94,54.0,33.81,8.31,23.23,7.65,153.55,3505.32
Province_42,Farm_20,7.21,13.32,,,59.69,17.01,33.06,2.14,18.88,158.98,3487.18
Province_42,Farm_21,6.49,29.32,2.62,332.47,,,4.34,16.47,,142.39,4791.82
Province_42,Farm_22,,4.29,1.2,54.47,35.97,47.9,3.71,27.75,19.04,,3952.15
Province_42,Farm_23,7.24,,2.55,,41.68,45.6,7.21,46.23,1.41,119.23,3605.44
Province_42,Farm_24,6.9,14.09,2.4,265.91,51.54,39.98,,47.35,1.04,,4343.8
Province_42,Farm_25,7.54,28.4,3.34,189.5,25.87,10.11,13.77,34.22,23.47,137.25,4649.65
Province_42,Farm_26,7.76,3.09,0.78,340.52,63.11,49.83,17.16,43.05,18.28,260.09,3393.85
Province_42,Farm_27,7.43,4.76,0.86,283.27,68.85,21.01,22.57,33.35,,261.38,4173.33
Province_42,Farm_28,8.22,5.49,1.81,381.64,72.92,20.52,4.25,6.31,,172.93,3797.36
Province_42,Farm_29,6.37,25.64,1.16,,38.56,44.59,8.17,39.02,11.27,204.18,4121.97
Province_42,Farm_30,7.57,29.32,2.83,100.8,73.78,35.72,33.92,4.4,13.68,146.94,4312.6
Province_42,Farm_31,6.49,20.78,,92.37,21.62,38.91,1.31,,11.19,287.66,4745.57
Province_42,Farm_32,7.68,22.06,3.74,126.87,23.67,25.07,19.47,44.69,4.39,146.02,3629.34
Province_43,Farm_1,,11.74,1.97,277.53,79.84,38.39,34.31,4.27,8.99,207.4,4039.4
Province_43,Farm_2,,8.75,3.89,153.63,25.32,15.77,33.92,,22.57,146.35,4130.55
Province_43,Farm_3,8.23,,3.83,,22.76,20.49,42.92,,24.32,187.48,3967.95
Province_43,Farm_4,6.47,25.49,3.86,,39.09,33.93,,28.58,,261.48,3178.48
Province_43,Farm_5,8.37,25.68,1.78,191.34,69.6,41.08,27.84,15.11,22.11,221.31,4401.57
Province_43,Farm_6,8.31,3.86,2.57,151.93,24.96,19.42,44.92,22.9,,148.13,3046.72
Province_43,Farm_7,8.37,5.42,0.76,362.58,66.44,25.39,45.33,21.82,15.67,291.22,3692.75
Province_43,Farm_8,6.07,4.73,3.71,225.92,67.5,47.54,,23.36,22.27,138.93,3306.05
Province_43,Farm_9,8.06,20.2,1.68,394.91,46.51,34.4,,38.67,9.87,220.33,3633.41
Province_43,Farm_10,6.2,1.87,2.0,376.56,39.04,24.66,12.41,1.84,21.59,198.36,3545.88
Province_43,Farm_11,7.25,9.17,,178.47,51.98,16.77,36.62,21.91,23.26,133.56,4076.53
Province_43,Farm_12,7.85,13.35,2.08,296.98,,30.7,24.19,33.06,7.0,129.85,4163.88
Province_43,Farm_13,8.18,9.6,0.59,344.35,79.7,43.95,,1.81,,112.72,4164.64
Province_43,Farm_14,6.63,,1.59,148.78,53.1,36.97,33.88,19.28,3.74,124.45,3943.18
Province_43,Farm_15,7.79,2.36,3.34,247.71,28.56,18.17,12.27,38.69,14.89,276.88,3919.7
Province_43,Farm_16,6.38,13.6,1.74,333.34,71.0,,34.31,47.47,,275.92,3373.98
Province_43,Farm_17,,4.74,0.84,,67.18,,1.87,9.83,1.7,173.42,3557.14
Province_43,Farm_18,7.35,20.43,0.61,,70.46,32.83,8.58,47.69,1.27,202.21,3411.52
Province_43,Farm_19,8.37,15.56,2.24,364.9,66.56,,16.24,1.75,16.88,153.39,3599.86
Province_43,Farm_20,7.25,11.05,2.79,287.26,44.78,45.58,40.88,39.95,1.14,254.23,4409.84
Province_43,Farm_21,,25.13,2.98,200.06,54.96,16.4,44.79,34.77,14.6,288.54,3948.08
Province_43,Farm_22,7.63,14.38,3.58,229.19,59.78,16.33,48.03,34.85,21.07,267.88,4460.8
Province_43,Farm_23,,,2.3,116.71,47.51,10.49,26.22,8.09,19.9,162.85,3818.61
Province_43,Farm_24,,15.14,0.79,288.16,67.54,17.35,46.9,16.81,23.75,,4022.42
Province_43,Farm_25,7.48,27.22,1.19,145.26,75.64,20.31,15.25,,21.31,245.03,3920.81
Province_43,Farm_26,6.8,,,141.22,,35.37,34.51,8.15,11.05,204.88,3438.46
Province_43,Farm_27,8.41,18.86,1.38,193.6,47.46,34.88,39.94,29.92,11.96,273.1,3908.74
Province_43,Farm_28,6.96,13.38,,228.8,58.65,24.79,11.78,,4.67,146.24,3793.97
Province_43,Farm_29,6.21,13.41,2.45,392.96,71.98,34.48,27.2,8.16,3.25,131.69,4326.38
Province_43,Farm_30,6.49,29.82,,179.96,40.83,20.7,41.12,34.87,4.32,,3990.65
Province_43,Farm_31,7.61,25.94,3.61,349.3,21.64,10.34,2.82,45.4,19.39,,3514.02
Province_43,Farm_32,8.43,13.55,2.72,85.37,27.87,35.27,40.7,0.02,12.42,164.66,4320.73
Province_43,Farm_33,6.06,6.3,1.63,348.35,56.47,31.87,16.94,22.95,13.1,137.94,4134.89
Province_43,Farm_34,6.44,,1.46,225.56,32.99,14.78,29.78,,13.96,281.92,4078.6
Province_44,Farm_1,6.39,5.95,1.79,276.63,53.02,19.94,26.98,41.03,14.65,261.74,3881.26
Province_44,Farm_2,6.92,13.5,1.12,75.29,35.36,26.26,,2.14,,236.85,2900.29
Province_44,Farm_3,7.3,5.15,1.72,,27.54,37.32,26.23,25.34,11.43,174.24,4432.8
Province_44,Farm_4,7.89,9.48,0.51,285.75,31.09,,6.47,28.98,12.8,,3660.44
Province_44,Farm_5,6.35,20.71,2.2,,50.28,,17.57,11.71,16.54,269.74,3812.09
Province_44,Farm_6,7.15,18.4,2.43,188.84,63.18,47.61,29.95,38.66,2.9,221.84,3416.17
Province_44,Farm_7,7.21,24.28,2.64,171.6,69.72,41.7,19.29,40.4,4.55,282.44,4093.73
Province_44,Farm_8,8.33,12.04,3.52,277.91,75.78,47.57,4.34,49.81,12.05,292.25,3894.2
Province_44,Farm_9,8.37,26.6,3.59,125.69,,29.28,7.9,14.21,3.06,247.07,4339.82
Province_44,Farm_10,8.11,,2.14,309.04,23.61,36.0,,6.39,18.81,252.84,4447.12
Province_44,Farm_11,7.03,,2.05,123.93,57.47,18.79,30.78,,22.0,139.26,3417.04
Province_44,Farm_12,6.12,24.47,2.52,396.65,62.67,45.7,49.97,18.16,12.07,263.99,4168.71
Province_44,Farm_13,6.66,25.98,2.04,144.74,56.04,14.42,47.3,23.6,16.72,,4041.75
Province_44,Farm_14,6.33,12.61,1.44,166.81,50.23,20.84,40.01,5.02,12.53,276.45,3904.52
Province_44,Farm_15,7.27,0.07,1.98,255.18,47.2,19.48,14.55,10.35,5.69,109.71,4692.1
Province_44,Farm_16,7.07,27.31,1.58,164.46,,,48.79,27.53,7.25,261.69,4613.91
Province_44,Farm_17,7.06,29.24,1.53,212.14,34.86,35.99,14.11,49.82,6.94,166.44,3462.11
Province_44,Farm_18,,8.7,0.76,95.22,60.61,38.56,0.5,26.82,23.02,229.61,3938.24
Province_44,Farm_19,7.57,14.98,,251.97,21.11,27.63,36.9,18.96,9.3,109.93,4094.3
Province_44,Farm_20,7.66,5.34,1.11,153.15,71.86,41.21,23.45,26.6,15.4,,4664.25
Province_44,Farm_21,7.21,10.81,,249.23,66.01,20.76,15.01,7.97,18.28,231.64,2943.78
Province_44,Farm_22,7.69,17.43,3.47,243.44,49.65,,18.68,28.09,19.74,215.18,4376.4
Province_44,Farm_23,7.36,25.25,,389.92,20.18,42.17,27.56,,18.91,155.49,3611.99
Province_44,Farm_24,6.27,6.08,3.8,100.36,79.57,21.11,15.49,12.01,8.21,217.09,3554.59
Province_44,Farm_25,7.92,9.27,3.4,250.02,69.37,38.02,10.47,21.08,14.67,201.8,3929.49
Province_44,Farm_26,6.3,7.76,,161.24,,37.14,22.03,26.72,,248.42,4434.83
Province_44,Farm_27,8.48,17.09,1.2,328.38,52.85,16.76,10.18,32.65,9.54,134.09,3552.61
Province_44,Farm_28,8.27,18.22,0.94,86.47,34.75,10.38,13.93,25.77,2.39,276.48,3988.71
Province_44,Farm_29,8.44,14.7,3.72,158.17,57.43,19.34,31.84,19.97,5.07,,3027.8
Province_44,Farm_30,,27.59,2.4,104.36,69.79,36.27,9.47,7.95,11.07,167.88,3894.1
Province_45,Farm_1,6.28,14.71,3.84,117.77,40.9,40.54,24.08,17.83,7.5,267.7,3824.46
Province_45,Farm_2,6.5,21.54,3.73,132.77,,44.52,6.16,49.95,21.27,195.8,3601.74
Province_45,Farm_3,7.09,20.87,2.26,382.64,20.28,21.39,19.62,26.22,19.29,170.38,3404.41
Province_45,Farm_4,7.26,2.43,3.61,174.31,37.16,10.55,22.75,24.52,13.48,250.42,4396.95
Province_45,Farm_5,6.7,15.94,0.93,123.27,,47.72,29.15,33.8,22.16,169.14,4593.1
Province_45,Farm_6,,7.28,2.32,175.57,32.81,22.64,12.79,26.93,24.65,292.55,4335.49
Province_45,Farm_7,8.41,2.95,1.81,,55.39,38.7,6.68,17.68,24.36,281.5,4421.59
Province_45,Farm_8,8.37,10.78,3.02,235.2,65.06,,17.74,28.34,,120.32,3922.54
Province_45,Farm_9,8.1,9.06,1.09,238.96,43.79,41.57,24.16,5.44,13.34,250.2,3812.19
Province_45,Farm_10,6.82,1.22,1.73,126.11,68.82,25.75,36.16,24.26,8.08,263.64,3089.48
Province_45,Farm_11,7.06,11.66,1.38,267.84,69.94,44.09,48.47,4.89,7.98,,3668.56
Province_45,Farm_12,7.14,14.85,2.07,330.01,54.57,48.85,,34.56,13.29,164.71,2952.88
Province_45,Farm_13,7.92,14.23,1.99,,62.07,36.78,8.68,36.24,22.6,276.86,4016.47
Province_45,Farm_14,7.85,2.02,3.92,,62.76,17.82,46.53,35.2,4.02,276.08,3506.08
Province_45,Farm_15,7.25,8.29,,208.46,28.77,45.41,37.75,18.4,,166.81,3426.87
Province_45,Farm_16,7.51,6.64,1.5,273.43,60.99,,11.11,33.88,22.77,251.37,4093.31
Province_45,Farm_17,8.29,5.34,3.37,,36.42,15.4,45.28,26.86,0.93,275.57,4587.63
Province_45,Farm_18,8.03,3.98,3.03,342.46,43.85,46.04,35.6,36.17,,275.05,4004.9
Province_45,Farm_19,7.22,17.23,2.56,384.18,69.82,34.58,14.12,25.52,2.31,147.47,3088.74
Province_45,Farm_20,6.5,15.0,1.04,51.58,66.13,43.87,12.27,41.13,3.89,,3110.26
Province_45,Farm_21,7.0,4.45,2.48,360.65,52.09,,21.39,10.53,23.58,190.51,4104.02
Province_45,Farm_22,8.28,3.73,0.8,177.0,24.65,,37.22,44.22,22.91,153.66,3919.56
Province_45,Farm_23,7.49,18.76,3.64,336.25,23.04,10.1,43.22,37.18,19.62,,4874.77
Province_45,Farm_24,,26.17,1.68,160.41,65.45,23.96,44.99,,12.94,134.25,3429.65
Province_45,Farm_25,,24.82,2.2,199.68,53.04,,22.97,,11.63,,3849.35
Province_45,Farm_26,6.05,11.35,2.39,314.64,32.07,29.75,17.65,1.88,4.33,247.93,3904.48
Province_45,Farm_27,7.82,,2.54,342.53,54.53,,5.43,28.08,8.36,272.05,2856.63
Province_45,Farm_28,6.6,21.54,2.74,121.43,78.6,44.04,39.11,11.31,2.76,279.39,3770.89
Province_45,Farm_29,8.19,2.97,2.97,322.57,57.94,37.75,3.36,32.49,17.16,162.22,4135.05
Province_45,Farm_30,7.33,6.09,0.73,143.99,64.58,40.21,15.48,49.22,2.1,,4076.93
Province_45,Farm_31,7.2,,0.8,347.99,,27.61,7.22,18.57,5.2,233.96,4849.09
Province_45,Farm_32,7.36,0.47,2.37,267.27,77.64,41.93,1.33,37.65,8.71,164.16,3405.09
Province_45,Farm_33,7.64,13.12,3.41,133.72,65.55,46.06,31.07,18.44,,295.37,3720.86
Province_45,Farm_34,6.21,10.62,2.63,,56.11,32.77,24.15,48.87,7.36,299.75,4959.45
Province_45,Farm_35,7.0,26.45,2.51,364.0,75.79,33.05,10.9,49.78,2.32,,4368.52
Province_46,Farm_1,7.92,15.52,3.94,346.07,49.01,,39.73,20.74,4.6,269.27,3704.78
Province_46,Farm_2,7.04,11.47,0.63,357.69,,,47.6,5.69,23.58,269.97,4559.76
Province_46,Farm_3,6.82,4.99,3.45,255.06,26.41,36.71,37.81,41.8,20.39,286.4,4958.22
Province_46,Farm_4,6.12,5.3,3.27,248.5,29.07,23.05,,31.02,8.39,193.22,3826.5
Province_46,Farm_5,6.77,19.19,,276.8,76.22,38.96,5.16,7.61,23.58,253.27,2686.0
Province_46,Farm_6,6.63,,2.27,161.14,75.71,11.47,33.75,26.14,11.59,,4532.86
Province_46,Farm_7,8.42,24.99,3.73,297.54,76.88,34.13,5.45,22.68,0.71,244.94,4300.12
Province_46,Farm_8,6.65,0.75,,110.22,71.72,14.49,35.62,14.89,21.39,,3729.93
Province_46,Farm_9,6.96,11.14,0.97,156.16,,27.4,37.14,7.35,20.14,209.98,3674.27
Province_46,Farm_10,7.88,18.77,0.87,169.14,,30.4,39.86,46.52,15.71,295.1,5144.48
Province_46,Farm_11,6.33,1.19,0.71,,43.33,,0.79,41.07,2.09,212.47,4054.24
Province_46,Farm_12,7.44,9.15,3.76,356.15,79.63,,48.24,23.46,24.52,186.97,2781.98
Province_46,Farm_13,7.58,14.33,2.06,190.44,47.56,47.39,15.51,49.74,2.84,220.52,3894.05
Province_46,Farm_14,6.02,27.63,2.0,214.9,64.47,,35.73,42.15,4.16,281.58,4126.99
Province_46,Farm_15,6.64,2.16,2.28,330.96,33.2,29.36,49.32,9.94,24.63,253.07,3697.93
Province_46,Farm_16,7.51,10.81,3.66,322.51,57.85,39.67,25.1,37.27,16.87,,3285.44
Province_46,Farm_17,8.05,5.79,,118.86,38.26,12.91,31.16,,18.13,231.47,4132.87
Province_46,Farm_18,6.91,19.91,0.58,270.15,41.96,35.03,46.01,19.49,15.16,,3174.53
Province_46,Farm_19,7.92,17.16,1.43,175.41,79.07,,29.68,39.94,10.84,154.85,4191.3
Province_46,Farm_20,7.94,7.03,3.02,149.28,66.71,13.96,14.41,16.06,9.43,142.64,3639.25
Province_46,Farm_21,6.63,3.33,0.73,,,11.86,4.8,19.31,6.07,101.87,3814.18
Province_46,Farm_22,6.41,,,,71.74,37.13,12.93,16.22,9.68,288.68,3733.24
Province_46,Farm_23,,,3.02,164.73,,35.0,33.54,6.95,13.6,166.22,3849.18
Province_46,Farm_24,7.2,18.67,1.58,131.54,36.89,45.04,8.46,29.13,22.08,209.33,3616.03
Province_46,Farm_25,6.1,4.38,2.38,109.28,45.75,36.38,39.18,32.5,8.52,110.52,3446.61
Province_46,Farm_26,8.25,15.78,3.05,299.53,61.74,30.01,32.85,22.04,16.56,105.96,4105.83
Province_46,Farm_27,6.13,24.95,3.62,370.05,34.75,10.49,46.73,36.94,,137.27,3354.46
Province_46,Farm_28,6.86,0.26,2.03,363.17,48.5,,48.56,37.07,11.72,,4300.37
Province_46,Farm_29,8.21,4.2,0.74,152.58,23.04,48.72,18.67,19.47,21.17,261.85,3673.36
Province_46,Farm_30,7.79,15.62,,368.73,57.09,26.28,44.07,17.16,13.92,139.56,3681.48
Province_46,Farm_31,6.37,4.65,,399.67,,,26.0,6.64,13.94,,4044.47
Province_46,Farm_32,7.36,25.51,2.03,211.78,70.59,21.43,19.76,13.19,16.95,111.9,3238.95
Province_46,Farm_33,6.28,29.84,,339.68,78.93,21.87,2.74,28.38,8.27,159.34,3533.52
Province_46,Farm_34,6.48,25.07,2.87,180.14,53.48,32.89,42.12,28.13,15.86,106.21,3776.34
Province_46,Farm_35,7.73,27.19,3.13,72.51,,16.02,17.35,47.7,22.18,169.44,3888.55
Province_47,Farm_1,6.29,25.99,3.7,280.09,69.5,24.4,34.03,30.54,,127.79,3159.47
Province_47,Farm_2,6.69,12.03,,283.52,,23.28,6.42,21.59,23.57,142.01,3864.89
Province_47,Farm_3,8.25,,2.31,55.22,22.53,19.38,26.39,33.5,4.21,175.16,3530.78
Province_47,Farm_4,7.11,24.77,,139.17,62.89,36.11,31.49,,22.43,143.31,3457.93
Province_47,Farm_5,6.57,26.49,2.24,397.69,68.75,,,,24.67,185.06,3674.89
Province_47,Farm_6,,3.29,3.3,134.53,50.61,16.27,6.28,39.85,17.85,244.54,3609.38
Province_47,Farm_7,6.28,28.27,3.56,146.84,,30.77,6.24,39.27,,217.85,3635.15
Province_47,Farm_8,8.38,12.73,2.77,248.61,35.09,24.37,15.77,9.57,1.23,152.71,4226.83
Province_47,Farm_9,7.97,24.46,3.53,344.13,,,49.83,2.67,,288.39,3878.84
Province_47,Farm_10,6.56,23.61,3.81,355.49,52.57,47.21,48.34,10.89,,282.53,3839.36
Province_47,Farm_11,,20.48,2.48,103.41,,19.03,26.31,9.3,7.78,116.97,3370.53
Province_47,Farm_12,7.62,17.8,0.89,389.07,48.69,21.2,17.55,3.01,19.29,178.8,3457.76
Province_47,Farm_13,6.65,9.59,0.99,175.47,55.83,34.72,5.66,19.03,19.29,253.94,3929.43
Province_47,Farm_14,7.1,14.2,3.53,197.05,20.49,44.88,29.95,22.95,13.14,,4159.96
Province_47,Farm_15,6.28,20.05,,264.91,64.63,12.32,24.89,14.88,22.54,169.53,3511.99
Province_47,Farm_16,6.75,,2.19,156.99,62.73,48.1,43.62,3.69,4.04,177.58,4112.57
Province_47,Farm_17,7.68,17.95,0.71,266.32,39.46,12.47,4.68,20.13,5.64,122.86,3597.41
Province_47,Farm_18,7.75,5.47,3.67,238.4,30.25,11.77,1.26,,10.41,298.21,3774.96
Province_47,Farm_19,7.67,23.84,2.47,73.4,77.25,25.25,6.2,8.07,2.4,170.14,4683.29
Province_47,Farm_20,7.17,5.97,2.95,272.98,,12.86,19.85,20.89,,141.47,2937.79
Province_47,Farm_21,7.09,17.86,0.84,59.61,71.63,29.72,49.06,49.38,11.41,,3133.98
Province_47,Farm_22,8.24,20.58,2.2,277.3,24.83,27.65,36.8,18.33,14.72,205.64,4797.2
Province_47,Farm_23,8.14,16.68,,169.85,22.11,30.75,0.91,9.95,23.64,,3073.31
Province_47,Farm_24,6.68,21.49,0.69,110.7,35.79,48.75,33.16,21.42,4.48,145.08,3519.32
Province_47,Farm_25,7.31,1.48,1.49,,30.93,37.9,32.67,46.33,20.37,106.64,3062.26
Province_47,Farm_26,6.09,26.68,3.05,249.3,50.28,41.27,16.65,,2.52,218.95,3283.72
Province_47,Farm_27,7.73,28.05,1.39,362.78,48.01,36.17,42.3,2.02,16.93,276.94,4605.33
Province_47,Farm_28,7.03,20.48,,138.03,60.46,46.0,32.45,38.38,1.62,258.47,4727.6
Province_47,Farm_29,6.01,16.09,0.82,81.36,61.68,10.11,33.32,13.2,,123.32,3856.14
Province_47,Farm_30,6.1,8.33,,384.7,,44.19,15.45,33.54,1.33,272.72,2825.39
Province_47,Farm_31,6.17,20.2,1.98,143.44,76.73,30.58,26.97,31.52,19.7,281.55,3983.3
Province_47,Farm_32,6.57,,0.52,335.84,23.99,48.47,17.69,37.39,3.12,261.74,4176.0
Province_47,Farm_33,7.2,26.83,3.53,255.94,55.46,49.9,47.0,28.21,22.92,233.07,3564.13
Province_47,Farm_34,6.67,,1.64,366.06,75.47,,4.11,21.38,12.04,176.1,3697.85
Province_48,Farm_1,7.95,1.99,1.24,137.23,41.39,23.29,16.0,,1.69,118.86,3067.48
Province_48,Farm_2,6.96,5.53,2.17,62.69,35.45,45.48,25.7,34.76,,115.81,4580.9
Province_48,Farm_3,6.4,1.58,0.73,388.73,69.78,35.21,6.98,19.68,13.67,148.52,3659.83
Province_48,Farm_4,8.26,6.27,0.61,384.86,73.71,12.37,38.08,15.74,3.98,175.17,2857.93
Province_48,Farm_5,7.17,,3.41,,27.64,,19.85,7.81,24.03,166.51,3649.71
Province_48,Farm_6,7.71,,1.89,190.38,33.73,26.17,41.14,4.59,7.43,,4073.07
Province_48,Farm_7,8.36,6.27,,112.46,51.35,46.02,46.28,,,266.05,4778.71
Province_48,Farm_8,7.61,5.32,3.65,275.53,33.1,17.07,49.63,34.74,11.5,135.63,2903.29
Province_48,Farm_9,8.06,14.08,2.55,61.7,20.82,14.99,2.73,10.84,,230.89,3302.66
Province_48,Farm_10,6.45,17.63,2.77,72.68,50.99,33.87,21.39,49.47,,,3432.81
Province_48,Farm_11,7.46,16.84,2.02,246.93,66.52,,48.28,45.61,23.9,197.51,3397.46
Province_48,Farm_12,6.94,23.12,,262.45,,23.44,31.75,,15.62,252.76,4171.67
Province_48,Farm_13,7.56,1.09,2.02,,37.9,17.67,8.92,41.19,3.53,,3110.42
Province_48,Farm_14,7.71,22.01,1.4,113.29,57.48,26.73,33.58,1.65,15.95,118.68,3435.6
Province_48,Farm_15,6.71,5.81,2.39,299.93,36.57,44.2,23.13,9.81,13.01,274.95,5701.72
Province_48,Farm_16,6.0,12.71,1.95,130.27,,18.22,48.32,,3.56,188.31,3759.27
Province_48,Farm_17,7.57,,2.53,123.51,65.39,25.79,4.34,15.85,11.04,277.19,3478.04
Province_48,Farm_18,8.47,1.28,1.01,363.61,35.84,45.42,22.77,17.92,3.05,145.08,3287.9
Province_48,Farm_19,7.83,13.82,,168.51,51.29,37.17,41.05,36.83,10.02,237.49,4791.91
Province_48,Farm_20,7.93,27.32,1.01,261.22,72.13,30.41,15.67,40.89,6.29,142.31,3743.6
Province_48,Farm_21,7.02,19.06,1.42,,,13.93,49.59,,11.44,262.57,4092.56
Province_48,Farm_22,7.77,28.05,,127.81,52.22,37.64,12.12,4.43,23.85,134.82,3461.58
Province_48,Farm_23,7.17,,1.05,190.72,57.15,45.81,23.38,,,132.47,4002.7
Province_48,Farm_24,,29.82,2.99,,46.24,18.15,41.23,32.84,4.73,167.72,4243.03
